entry_time,exit_time,symbol,side,entry_price,tp,sl,exit_price,result,pnl,win,duration_min,hour,day_of_week
2023-08-24 08:25:00,2023-08-24 08:30:00,USDJPY,sell,145.71,145.56,145.81,145.81,loss,-25.0,False,5.0,8,Thursday
2023-08-24 08:57:00,2023-08-24 09:16:00,USDJPY,sell,145.909,145.759,146.009,145.759,win,37.5,True,19.0,8,Thursday
2023-08-24 09:15:00,2023-08-24 09:23:00,USDJPY,sell,145.786,145.636,145.886,145.886,loss,-25.0,False,8.0,9,Thursday
2023-08-24 09:29:00,2023-08-24 09:36:00,USDJPY,sell,145.847,145.697,145.947,145.947,loss,-25.0,False,7.0,9,Thursday
2023-08-24 09:43:00,2023-08-24 10:01:00,USDJPY,sell,145.826,145.676,145.926,145.676,win,37.5,True,18.0,9,Thursday
2023-08-24 10:09:00,2023-08-24 10:14:00,USDJPY,sell,145.681,145.531,145.781,145.531,win,37.5,True,5.0,10,Thursday
2023-08-24 10:12:00,2023-08-24 10:18:00,USDJPY,sell,145.604,145.454,145.704,145.454,win,37.5,True,6.0,10,Thursday
2023-08-24 10:35:00,2023-08-24 10:46:00,USDJPY,sell,145.59,145.44,145.69,145.44,win,37.5,True,11.0,10,Thursday
2023-08-24 10:38:00,2023-08-24 11:19:00,USDJPY,sell,145.563,145.413,145.663,145.663,loss,-25.0,False,41.0,10,Thursday
2023-08-25 08:23:00,2023-08-25 09:15:00,USDJPY,sell,145.898,145.748,145.998,145.998,loss,-25.0,False,52.0,8,Friday
2023-08-25 08:28:00,2023-08-25 09:05:00,USDJPY,sell,145.888,145.738,145.988,145.988,loss,-25.0,False,37.0,8,Friday
2023-08-25 08:35:00,2023-08-25 09:16:00,USDJPY,sell,145.907,145.757,146.007,146.007,loss,-25.0,False,41.0,8,Friday
2023-08-25 08:36:00,2023-08-25 09:16:00,USDJPY,sell,145.904,145.754,146.004,146.004,loss,-25.0,False,40.0,8,Friday
2023-08-25 08:42:00,2023-08-25 09:16:00,USDJPY,sell,145.919,145.769,146.019,146.019,loss,-25.0,False,34.0,8,Friday
2023-08-25 08:51:00,2023-08-25 09:16:00,USDJPY,sell,145.906,145.756,146.006,146.006,loss,-25.0,False,25.0,8,Friday
2023-08-25 08:56:00,2023-08-25 09:16:00,USDJPY,sell,145.916,145.766,146.016,146.016,loss,-25.0,False,20.0,8,Friday
2023-08-25 10:03:00,2023-08-25 10:05:00,USDJPY,sell,145.81,145.66,145.91,145.91,loss,-25.0,False,2.0,10,Friday
2023-08-25 10:14:00,2023-08-25 10:18:00,USDJPY,sell,145.827,145.677,145.927,145.927,loss,-25.0,False,4.0,10,Friday
2023-08-30 08:50:00,2023-08-30 09:01:00,USDJPY,sell,145.841,145.691,145.941,145.941,loss,-25.0,False,11.0,8,Wednesday
2023-08-30 08:58:00,2023-08-30 09:31:00,USDJPY,sell,145.856,145.706,145.956,145.706,win,37.5,True,33.0,8,Wednesday
2023-08-30 09:04:00,2023-08-30 09:31:00,USDJPY,sell,145.849,145.699,145.949,145.699,win,37.5,True,27.0,9,Wednesday
2023-08-30 09:11:00,2023-08-30 09:31:00,USDJPY,sell,145.852,145.702,145.952,145.702,win,37.5,True,20.0,9,Wednesday
2023-08-30 09:12:00,2023-08-30 09:26:00,USDJPY,sell,145.864,145.714,145.964,145.714,win,37.5,True,14.0,9,Wednesday
2023-08-30 09:22:00,2023-08-30 09:31:00,USDJPY,sell,145.807,145.657,145.907,145.657,win,37.5,True,9.0,9,Wednesday
2023-08-30 09:46:00,2023-08-30 10:03:00,USDJPY,sell,145.649,145.499,145.749,145.749,loss,-25.0,False,17.0,9,Wednesday
2023-08-30 09:52:00,2023-08-30 10:03:00,USDJPY,sell,145.658,145.508,145.758,145.758,loss,-25.0,False,11.0,9,Wednesday
2023-08-30 09:57:00,2023-08-30 10:03:00,USDJPY,sell,145.584,145.434,145.684,145.684,loss,-25.0,False,6.0,9,Wednesday
2023-08-30 10:13:00,2023-08-30 10:34:00,USDJPY,sell,145.727,145.577,145.827,145.827,loss,-25.0,False,21.0,10,Wednesday
2023-08-30 10:28:00,2023-08-30 10:36:00,USDJPY,sell,145.757,145.607,145.857,145.857,loss,-25.0,False,8.0,10,Wednesday
2023-08-30 10:43:00,2023-08-30 11:21:00,USDJPY,sell,145.908,145.758,146.008,145.758,win,37.5,True,38.0,10,Wednesday
2023-08-30 10:46:00,2023-08-30 11:25:00,USDJPY,sell,145.904,145.754,146.004,145.754,win,37.5,True,39.0,10,Wednesday
2023-08-30 10:54:00,2023-08-30 10:54:00,USDJPY,sell,145.873,145.723,145.973,145.873,timeout,0.0,False,0.0,10,Wednesday
2023-08-31 07:39:00,2023-08-31 08:15:00,USDJPY,sell,145.895,145.745,145.995,145.745,win,37.5,True,36.0,7,Thursday
2023-08-31 07:56:00,2023-08-31 08:30:00,USDJPY,sell,145.804,145.654,145.904,145.904,loss,-25.0,False,34.0,7,Thursday
2023-08-31 08:13:00,2023-08-31 08:30:00,USDJPY,sell,145.784,145.634,145.884,145.884,loss,-25.0,False,17.0,8,Thursday
2023-08-31 08:30:00,2023-08-31 08:31:00,USDJPY,sell,145.863,145.713,145.963,145.713,win,37.5,True,1.0,8,Thursday
2023-08-31 08:32:00,2023-08-31 08:35:00,USDJPY,sell,145.642,145.492,145.742,145.742,loss,-25.0,False,3.0,8,Thursday
2023-08-31 09:00:00,2023-08-31 09:03:00,USDJPY,sell,145.829,145.679,145.929,145.929,loss,-25.0,False,3.0,9,Thursday
2023-09-01 07:41:00,2023-09-01 08:10:00,USDJPY,sell,145.354,145.204,145.454,145.204,win,37.5,True,29.0,7,Friday
2023-09-01 07:47:00,2023-09-01 08:10:00,USDJPY,sell,145.356,145.206,145.456,145.206,win,37.5,True,23.0,7,Friday
2023-09-01 07:53:00,2023-09-01 08:23:00,USDJPY,sell,145.323,145.173,145.423,145.173,win,37.5,True,30.0,7,Friday
2023-09-01 08:09:00,2023-09-01 08:30:00,USDJPY,sell,145.22,145.07,145.32,145.07,win,37.5,True,21.0,8,Friday
2023-09-01 08:17:00,2023-09-01 08:30:00,USDJPY,sell,145.211,145.061,145.311,145.061,win,37.5,True,13.0,8,Friday
2023-09-01 08:20:00,2023-09-01 08:30:00,USDJPY,sell,145.199,145.049,145.299,145.049,win,37.5,True,10.0,8,Friday
2023-09-01 09:33:00,2023-09-01 09:38:00,USDJPY,sell,144.883,144.733,144.983,144.983,loss,-25.0,False,5.0,9,Friday
2023-09-01 09:57:00,2023-09-01 10:00:00,USDJPY,sell,145.35,145.2,145.45,145.45,loss,-25.0,False,3.0,9,Friday
2023-09-01 10:10:00,2023-09-01 10:13:00,USDJPY,sell,145.581,145.431,145.681,145.431,win,37.5,True,3.0,10,Friday
2023-09-01 10:45:00,2023-09-01 10:49:00,USDJPY,sell,145.912,145.762,146.012,146.012,loss,-25.0,False,4.0,10,Friday
2023-12-07 07:46:00,2023-12-07 08:30:00,USDJPY,sell,145.075,144.925,145.175,145.175,loss,-25.0,False,44.0,7,Thursday
2023-12-07 07:50:00,2023-12-07 08:23:00,USDJPY,sell,145.115,144.965,145.215,144.965,win,37.5,True,33.0,7,Thursday
2023-12-07 08:01:00,2023-12-07 08:30:00,USDJPY,sell,145.044,144.894,145.144,145.144,loss,-25.0,False,29.0,8,Thursday
2023-12-07 08:08:00,2023-12-07 08:14:00,USDJPY,sell,145.015,144.865,145.115,145.115,loss,-25.0,False,6.0,8,Thursday
2023-12-07 08:21:00,2023-12-07 08:30:00,USDJPY,sell,144.978,144.828,145.078,145.078,loss,-25.0,False,9.0,8,Thursday
2023-12-07 08:30:00,2023-12-07 08:31:00,USDJPY,sell,145.085,144.935,145.185,145.185,loss,-25.0,False,1.0,8,Thursday
2023-12-07 08:36:00,2023-12-07 08:39:00,USDJPY,sell,144.995,144.845,145.095,144.845,win,37.5,True,3.0,8,Thursday
2023-12-12 07:34:00,2023-12-12 07:55:00,USDJPY,sell,145.114,144.964,145.214,145.214,loss,-25.0,False,21.0,7,Tuesday
2023-12-12 07:36:00,2023-12-12 07:54:00,USDJPY,sell,145.071,144.921,145.171,145.171,loss,-25.0,False,18.0,7,Tuesday
2023-12-12 08:09:00,2023-12-12 08:15:00,USDJPY,sell,145.17,145.02,145.27,145.02,win,37.5,True,6.0,8,Tuesday
2023-12-12 08:30:00,2023-12-12 08:31:00,USDJPY,sell,145.006,144.856,145.106,144.856,win,37.5,True,1.0,8,Tuesday
2023-12-12 08:57:00,2023-12-12 09:04:00,USDJPY,sell,145.628,145.478,145.728,145.478,win,37.5,True,7.0,8,Tuesday
2023-12-12 09:46:00,2023-12-12 10:25:00,USDJPY,sell,145.678,145.528,145.778,145.528,win,37.5,True,39.0,9,Tuesday
2023-12-12 10:02:00,2023-12-12 10:22:00,USDJPY,sell,145.705,145.555,145.805,145.555,win,37.5,True,20.0,10,Tuesday
2023-12-12 10:04:00,2023-12-12 10:50:00,USDJPY,sell,145.647,145.497,145.747,145.497,win,37.5,True,46.0,10,Tuesday
2023-12-12 10:20:00,2023-12-12 10:20:00,USDJPY,sell,145.612,145.462,145.712,145.612,timeout,0.0,False,0.0,10,Tuesday
2023-12-12 10:40:00,2023-12-12 11:01:00,USDJPY,sell,145.563,145.413,145.663,145.663,loss,-25.0,False,21.0,10,Tuesday
2023-12-13 07:37:00,2023-12-13 08:30:00,USDJPY,sell,145.65,145.5,145.75,145.5,win,37.5,True,53.0,7,Wednesday
2023-12-13 08:07:00,2023-12-13 08:30:00,USDJPY,sell,145.652,145.502,145.752,145.502,win,37.5,True,23.0,8,Wednesday
2023-12-13 08:23:00,2023-12-13 08:30:00,USDJPY,sell,145.632,145.482,145.732,145.482,win,37.5,True,7.0,8,Wednesday
2023-12-13 08:50:00,2023-12-13 08:59:00,USDJPY,sell,145.369,145.219,145.469,145.219,win,37.5,True,9.0,8,Wednesday
2023-12-13 09:12:00,2023-12-13 09:33:00,USDJPY,sell,145.167,145.017,145.267,145.267,loss,-25.0,False,21.0,9,Wednesday
2023-12-13 09:27:00,2023-12-13 09:40:00,USDJPY,sell,145.188,145.038,145.288,145.288,loss,-25.0,False,13.0,9,Wednesday
2023-12-13 09:36:00,2023-12-13 09:53:00,USDJPY,sell,145.199,145.049,145.299,145.299,loss,-25.0,False,17.0,9,Wednesday
2023-12-13 09:47:00,2023-12-13 10:06:00,USDJPY,sell,145.214,145.064,145.314,145.314,loss,-25.0,False,19.0,9,Wednesday
2023-12-13 10:22:00,2023-12-13 10:43:00,USDJPY,sell,145.362,145.212,145.462,145.212,win,37.5,True,21.0,10,Wednesday
2023-12-13 10:38:00,2023-12-13 10:45:00,USDJPY,sell,145.348,145.198,145.448,145.198,win,37.5,True,7.0,10,Wednesday
2023-12-13 10:41:00,2023-12-13 10:52:00,USDJPY,sell,145.297,145.147,145.397,145.147,win,37.5,True,11.0,10,Wednesday
2023-12-13 10:58:00,2023-12-13 10:58:00,USDJPY,sell,145.167,145.017,145.267,145.167,timeout,0.0,False,0.0,10,Wednesday
2024-01-05 07:40:00,2024-01-05 08:08:00,USDJPY,sell,145.102,144.952,145.202,145.202,loss,-25.0,False,28.0,7,Friday
2024-01-05 07:45:00,2024-01-05 08:08:00,USDJPY,sell,145.085,144.935,145.185,145.185,loss,-25.0,False,23.0,7,Friday
2024-01-05 07:54:00,2024-01-05 08:08:00,USDJPY,sell,145.093,144.943,145.193,145.193,loss,-25.0,False,14.0,7,Friday
2024-01-05 07:57:00,2024-01-05 08:08:00,USDJPY,sell,145.075,144.925,145.175,145.175,loss,-25.0,False,11.0,7,Friday
2024-01-05 08:15:00,2024-01-05 08:30:00,USDJPY,sell,145.089,144.939,145.189,145.189,loss,-25.0,False,15.0,8,Friday
2024-01-05 08:40:00,2024-01-05 08:42:00,USDJPY,sell,145.772,145.622,145.872,145.622,win,37.5,True,2.0,8,Friday
2024-01-05 08:50:00,2024-01-05 08:53:00,USDJPY,sell,145.559,145.409,145.659,145.409,win,37.5,True,3.0,8,Friday
2024-01-05 09:00:00,2024-01-05 09:17:00,USDJPY,sell,145.395,145.245,145.495,145.245,win,37.5,True,17.0,9,Friday
2024-01-05 09:16:00,2024-01-05 09:26:00,USDJPY,sell,145.263,145.113,145.363,145.113,win,37.5,True,10.0,9,Friday
2024-01-05 09:26:00,2024-01-05 09:30:00,USDJPY,sell,145.104,144.954,145.204,144.954,win,37.5,True,4.0,9,Friday
2024-01-10 08:08:00,2024-01-10 08:08:00,USDJPY,sell,145.293,145.143,145.393,145.293,timeout,0.0,False,0.0,8,Wednesday
2024-01-10 08:24:00,2024-01-10 08:59:00,USDJPY,sell,145.201,145.051,145.301,145.301,loss,-25.0,False,35.0,8,Wednesday
2024-01-10 08:55:00,2024-01-10 09:01:00,USDJPY,sell,145.22,145.07,145.32,145.32,loss,-25.0,False,6.0,8,Wednesday
2024-01-10 09:03:00,2024-01-10 09:16:00,USDJPY,sell,145.258,145.108,145.358,145.358,loss,-25.0,False,13.0,9,Wednesday
2024-01-10 09:32:00,2024-01-10 09:39:00,USDJPY,sell,145.283,145.133,145.383,145.383,loss,-25.0,False,7.0,9,Wednesday
2024-01-10 09:52:00,2024-01-10 10:03:00,USDJPY,sell,145.451,145.301,145.551,145.551,loss,-25.0,False,11.0,9,Wednesday
2024-01-10 09:58:00,2024-01-10 10:03:00,USDJPY,sell,145.414,145.264,145.514,145.514,loss,-25.0,False,5.0,9,Wednesday
2024-01-10 10:08:00,2024-01-10 10:17:00,USDJPY,sell,145.463,145.313,145.563,145.563,loss,-25.0,False,9.0,10,Wednesday
2024-01-10 10:31:00,2024-01-10 11:07:00,USDJPY,sell,145.561,145.411,145.661,145.661,loss,-25.0,False,36.0,10,Wednesday
2024-01-10 10:44:00,2024-01-10 10:57:00,USDJPY,sell,145.51,145.36,145.61,145.61,loss,-25.0,False,13.0,10,Wednesday
2024-01-11 07:33:00,2024-01-11 08:30:00,USDJPY,sell,145.356,145.206,145.456,145.206,win,37.5,True,57.0,7,Thursday
2024-01-11 07:42:00,2024-01-11 08:30:00,USDJPY,sell,145.37,145.22,145.47,145.22,win,37.5,True,48.0,7,Thursday
2024-01-11 08:08:00,2024-01-11 08:30:00,USDJPY,sell,145.367,145.217,145.467,145.217,win,37.5,True,22.0,8,Thursday
2024-01-11 08:14:00,2024-01-11 08:30:00,USDJPY,sell,145.38,145.23,145.48,145.23,win,37.5,True,16.0,8,Thursday
2024-01-11 08:24:00,2024-01-11 08:30:00,USDJPY,sell,145.32,145.17,145.42,145.17,win,37.5,True,6.0,8,Thursday
2024-01-11 08:30:00,2024-01-11 08:31:00,USDJPY,sell,145.792,145.642,145.892,145.892,loss,-25.0,False,1.0,8,Thursday
2024-01-11 08:46:00,2024-01-11 08:48:00,USDJPY,sell,145.842,145.692,145.942,145.942,loss,-25.0,False,2.0,8,Thursday
2024-01-11 09:40:00,2024-01-11 09:41:00,USDJPY,sell,145.892,145.742,145.992,145.992,loss,-25.0,False,1.0,9,Thursday
2024-01-11 10:37:00,2024-01-11 10:50:00,USDJPY,sell,145.82,145.67,145.92,145.92,loss,-25.0,False,13.0,10,Thursday
2024-01-11 10:44:00,2024-01-11 10:47:00,USDJPY,sell,145.706,145.556,145.806,145.806,loss,-25.0,False,3.0,10,Thursday
2024-01-12 08:13:00,2024-01-12 08:20:00,USDJPY,sell,145.462,145.312,145.562,145.562,loss,-25.0,False,7.0,8,Friday
2024-01-12 08:15:00,2024-01-12 08:20:00,USDJPY,sell,145.388,145.238,145.488,145.488,loss,-25.0,False,5.0,8,Friday
2024-01-12 08:26:00,2024-01-12 08:30:00,USDJPY,sell,145.417,145.267,145.517,145.267,win,37.5,True,4.0,8,Friday
2024-01-15 07:37:00,2024-01-15 07:37:00,USDJPY,sell,145.867,145.717,145.967,145.867,timeout,0.0,False,0.0,7,Monday
2024-01-15 07:50:00,2024-01-15 07:50:00,USDJPY,sell,145.817,145.667,145.917,145.817,timeout,0.0,False,0.0,7,Monday
2024-01-15 07:51:00,2024-01-15 07:51:00,USDJPY,sell,145.807,145.657,145.907,145.807,timeout,0.0,False,0.0,7,Monday
2024-01-15 08:06:00,2024-01-15 08:06:00,USDJPY,sell,145.859,145.709,145.959,145.859,timeout,0.0,False,0.0,8,Monday
2024-01-15 08:16:00,2024-01-15 08:16:00,USDJPY,sell,145.842,145.692,145.942,145.842,timeout,0.0,False,0.0,8,Monday
2024-01-15 08:31:00,2024-01-15 08:31:00,USDJPY,sell,145.831,145.681,145.931,145.831,timeout,0.0,False,0.0,8,Monday
2024-01-15 08:46:00,2024-01-15 09:21:00,USDJPY,sell,145.815,145.665,145.915,145.915,loss,-25.0,False,35.0,8,Monday
2024-01-15 08:49:00,2024-01-15 09:20:00,USDJPY,sell,145.794,145.644,145.894,145.894,loss,-25.0,False,31.0,8,Monday
2024-01-15 09:25:00,2024-01-15 09:25:00,USDJPY,sell,145.88,145.73,145.98,145.88,timeout,0.0,False,0.0,9,Monday
2024-01-15 09:41:00,2024-01-15 09:41:00,USDJPY,sell,145.862,145.712,145.962,145.862,timeout,0.0,False,0.0,9,Monday
2024-01-15 09:54:00,2024-01-15 10:26:00,USDJPY,sell,145.889,145.739,145.989,145.739,win,37.5,True,32.0,9,Monday
2024-01-15 10:23:00,2024-01-15 10:23:00,USDJPY,sell,145.787,145.637,145.887,145.787,timeout,0.0,False,0.0,10,Monday
2024-07-01 07:30:00,2024-07-01 08:20:00,USDJPY,sell,161.101,160.951,161.201,161.201,loss,-25.0,False,50.0,7,Monday
2024-07-01 07:48:00,2024-07-01 08:20:00,USDJPY,sell,161.099,160.949,161.199,161.199,loss,-25.0,False,32.0,7,Monday
2024-07-01 07:56:00,2024-07-01 08:20:00,USDJPY,sell,161.099,160.949,161.199,161.199,loss,-25.0,False,24.0,7,Monday
2024-07-01 08:48:00,2024-07-01 09:18:00,USDJPY,sell,161.339,161.189,161.439,161.439,loss,-25.0,False,30.0,8,Monday
2024-07-01 08:52:00,2024-07-01 09:18:00,USDJPY,sell,161.354,161.204,161.454,161.454,loss,-25.0,False,26.0,8,Monday
2024-07-01 08:57:00,2024-07-01 09:18:00,USDJPY,sell,161.351,161.201,161.451,161.451,loss,-25.0,False,21.0,8,Monday
2024-07-01 09:24:00,2024-07-01 10:00:00,USDJPY,sell,161.388,161.238,161.488,161.238,win,37.5,True,36.0,9,Monday
2024-07-01 09:31:00,2024-07-01 10:00:00,USDJPY,sell,161.377,161.227,161.477,161.227,win,37.5,True,29.0,9,Monday
2024-07-01 10:09:00,2024-07-01 10:19:00,USDJPY,sell,161.298,161.148,161.398,161.398,loss,-25.0,False,10.0,10,Monday
2024-07-01 10:44:00,2024-07-01 10:55:00,USDJPY,sell,161.552,161.402,161.652,161.652,loss,-25.0,False,11.0,10,Monday
2024-07-02 07:33:00,2024-07-02 07:33:00,USDJPY,sell,161.622,161.472,161.722,161.622,timeout,0.0,False,0.0,7,Tuesday
2024-07-02 07:43:00,2024-07-02 07:43:00,USDJPY,sell,161.626,161.476,161.726,161.626,timeout,0.0,False,0.0,7,Tuesday
2024-07-02 08:01:00,2024-07-02 08:01:00,USDJPY,sell,161.584,161.434,161.684,161.584,timeout,0.0,False,0.0,8,Tuesday
2024-07-02 08:29:00,2024-07-02 08:29:00,USDJPY,sell,161.549,161.399,161.649,161.549,timeout,0.0,False,0.0,8,Tuesday
2024-07-02 08:32:00,2024-07-02 08:32:00,USDJPY,sell,161.532,161.382,161.632,161.532,timeout,0.0,False,0.0,8,Tuesday
2024-07-02 08:53:00,2024-07-02 09:37:00,USDJPY,sell,161.492,161.342,161.592,161.342,win,37.5,True,44.0,8,Tuesday
2024-07-02 09:10:00,2024-07-02 09:37:00,USDJPY,sell,161.52,161.37,161.62,161.37,win,37.5,True,27.0,9,Tuesday
2024-07-02 09:24:00,2024-07-02 09:38:00,USDJPY,sell,161.465,161.315,161.565,161.315,win,37.5,True,14.0,9,Tuesday
2024-07-02 09:30:00,2024-07-02 09:38:00,USDJPY,sell,161.453,161.303,161.553,161.303,win,37.5,True,8.0,9,Tuesday
2024-07-02 10:00:00,2024-07-02 10:32:00,USDJPY,sell,161.535,161.385,161.635,161.385,win,37.5,True,32.0,10,Tuesday
2024-07-02 10:16:00,2024-07-02 10:31:00,USDJPY,sell,161.56,161.41,161.66,161.41,win,37.5,True,15.0,10,Tuesday
2024-07-02 10:26:00,2024-07-02 10:26:00,USDJPY,sell,161.484,161.334,161.584,161.484,timeout,0.0,False,0.0,10,Tuesday
2024-07-02 10:30:00,2024-07-02 10:43:00,USDJPY,sell,161.416,161.266,161.516,161.516,loss,-25.0,False,13.0,10,Tuesday
2024-07-02 10:51:00,2024-07-02 10:51:00,USDJPY,sell,161.471,161.321,161.571,161.471,timeout,0.0,False,0.0,10,Tuesday
2024-07-03 08:03:00,2024-07-03 08:03:00,USDJPY,sell,161.905,161.755,162.005,161.905,timeout,0.0,False,0.0,8,Wednesday
2024-07-03 08:09:00,2024-07-03 09:08:00,USDJPY,sell,161.899,161.749,161.999,161.749,win,37.5,True,59.0,8,Wednesday
2024-07-03 08:18:00,2024-07-03 09:08:00,USDJPY,sell,161.885,161.735,161.985,161.735,win,37.5,True,50.0,8,Wednesday
2024-07-03 08:56:00,2024-07-03 09:15:00,USDJPY,sell,161.811,161.661,161.911,161.661,win,37.5,True,19.0,8,Wednesday
2024-07-03 09:23:00,2024-07-03 10:00:00,USDJPY,sell,161.624,161.474,161.724,161.474,win,37.5,True,37.0,9,Wednesday
2024-07-03 09:32:00,2024-07-03 10:00:00,USDJPY,sell,161.631,161.481,161.731,161.481,win,37.5,True,28.0,9,Wednesday
2024-07-03 09:51:00,2024-07-03 10:00:00,USDJPY,sell,161.644,161.494,161.744,161.494,win,37.5,True,9.0,9,Wednesday
2024-07-03 10:01:00,2024-07-03 10:10:00,USDJPY,sell,161.321,161.171,161.421,161.171,win,37.5,True,9.0,10,Wednesday
2024-07-03 10:48:00,2024-07-03 10:58:00,USDJPY,sell,161.227,161.077,161.327,161.327,loss,-25.0,False,10.0,10,Wednesday
2024-07-04 07:31:00,2024-07-04 07:31:00,USDJPY,sell,161.076,160.926,161.176,161.076,timeout,0.0,False,0.0,7,Thursday
2024-07-04 08:42:00,2024-07-04 08:55:00,USDJPY,sell,161.064,160.914,161.164,161.164,loss,-25.0,False,13.0,8,Thursday
2024-07-04 08:45:00,2024-07-04 08:55:00,USDJPY,sell,161.053,160.903,161.153,161.153,loss,-25.0,False,10.0,8,Thursday
2024-07-04 09:07:00,2024-07-04 09:07:00,USDJPY,sell,161.106,160.956,161.206,161.106,timeout,0.0,False,0.0,9,Thursday
2024-07-04 09:52:00,2024-07-04 10:28:00,USDJPY,sell,161.167,161.017,161.267,161.017,win,37.5,True,36.0,9,Thursday
2024-07-04 09:57:00,2024-07-04 10:43:00,USDJPY,sell,161.156,161.006,161.256,161.006,win,37.5,True,46.0,9,Thursday
2024-07-04 10:04:00,2024-07-04 10:43:00,USDJPY,sell,161.154,161.004,161.254,161.004,win,37.5,True,39.0,10,Thursday
2024-07-05 10:05:00,2024-07-05 10:32:00,USDJPY,sell,161.238,161.088,161.338,161.088,win,37.5,True,27.0,10,Friday
2024-07-05 10:14:00,2024-07-05 10:36:00,USDJPY,sell,161.197,161.047,161.297,161.047,win,37.5,True,22.0,10,Friday
2024-07-05 10:31:00,2024-07-05 10:40:00,USDJPY,sell,161.117,160.967,161.217,160.967,win,37.5,True,9.0,10,Friday
2024-07-09 07:44:00,2024-07-09 07:44:00,USDJPY,sell,161.15,161.0,161.25,161.15,timeout,0.0,False,0.0,7,Tuesday
2024-07-09 08:30:00,2024-07-09 08:40:00,USDJPY,sell,161.05,160.9,161.15,161.15,loss,-25.0,False,10.0,8,Tuesday
