timestamp,direction,entry,exit,lot_size,result,profit,balance,session,risk_used
2023-08-18 04:52:00,buy,145.473,145.45465,0.54,loss,-9.91,90.09,Asia,0.01
2023-08-18 04:53:00,buy,145.483,145.46455,0.24,loss,-4.43,85.66,Asia,0.005
2023-08-18 04:55:00,buy,145.488,145.46814,0.22,loss,-4.37,81.29,Asia,0.005
2023-08-18 05:20:00,sell,145.354,145.37341,0.21,loss,-4.08,77.22,Asia,0.005
2023-08-18 05:22:00,sell,145.356,145.37695,0.18,loss,-3.77,73.45,Asia,0.005
2023-08-18 06:10:00,sell,145.315,145.23481,0.13,win,10.42,83.87,London,0.005
2023-08-18 06:16:00,sell,145.263,145.29424,0.27,loss,-8.43,75.44,London,0.01
2023-08-18 06:17:00,sell,145.266,145.29666,0.12,loss,-3.68,71.76,London,0.005
2023-08-18 07:01:00,buy,145.366,145.33387,0.11,loss,-3.53,68.22,London,0.005
2023-08-18 07:02:00,buy,145.366,145.33436,0.11,loss,-3.48,64.74,London,0.005
2023-08-18 07:24:00,sell,145.257,145.231,0.11,win,2.86,67.6,London,0.005
2023-08-18 07:25:00,sell,145.245,145.211,0.23,win,7.82,75.42,London,0.01
2023-08-18 07:26:00,sell,145.238,145.214,0.26,win,6.24,81.66,London,0.01
2023-08-18 07:29:00,sell,145.223,145.179,0.27,win,11.88,93.54,London,0.01
2023-08-18 07:30:00,sell,145.241,145.171,0.3,win,21.0,114.54,London,0.01
2023-08-18 07:31:00,sell,145.237,145.175,0.38,win,23.56,138.1,London,0.01
2023-08-18 08:07:00,buy,145.325,145.371,0.46,win,21.16,159.26,London,0.01
2023-08-18 08:08:00,buy,145.327,145.383,0.55,win,30.8,190.06,London,0.01
2023-08-18 08:09:00,buy,145.319,145.40097,0.67,win,54.92,244.98,London,0.01
2023-08-18 08:10:00,buy,145.338,145.4,0.87,win,53.94,298.92,London,0.01
2023-08-18 08:30:00,buy,145.455,145.53698,1.06,win,86.9,385.82,London,0.01
2023-08-18 08:31:00,buy,145.466,145.54647,1.39,win,111.85,497.68,London,0.01
2023-08-18 08:32:00,buy,145.471,145.55121,1.81,win,145.18,642.85,London,0.01
2023-08-18 08:34:00,buy,145.503,145.4729,2.14,loss,-64.41,578.44,London,0.01
2023-08-18 08:36:00,buy,145.491,145.58294,0.92,win,84.58,663.02,London,0.005
2023-08-18 08:40:00,buy,145.534,145.63163,1.98,win,193.32,856.34,London,0.01
2023-08-18 09:51:00,buy,145.554,145.52891,3.41,loss,-85.55,770.79,London,0.01
2023-08-18 09:52:00,buy,145.558,145.53407,1.61,loss,-38.52,732.27,London,0.005
2023-08-18 09:54:00,buy,145.557,145.53378,1.58,loss,-36.69,695.58,London,0.005
2023-08-18 09:55:00,buy,145.569,145.54571,1.49,loss,-34.71,660.87,London,0.005
2023-08-18 09:56:00,buy,145.567,145.54451,1.47,loss,-33.06,627.81,London,0.005
2023-08-18 09:58:00,buy,145.568,145.54687,1.49,loss,-31.48,596.33,London,0.005
2023-08-18 10:52:00,sell,145.446,145.46653,1.45,loss,-29.76,566.56,London,0.005
2023-08-18 10:53:00,sell,145.446,145.46561,1.44,loss,-28.24,538.33,London,0.005
2023-08-18 11:01:00,buy,145.498,145.47529,1.19,loss,-27.02,511.31,London,0.005
2023-08-18 11:02:00,buy,145.494,145.47142,1.13,loss,-25.51,485.79,London,0.005
2023-08-18 11:34:00,sell,145.389,145.31027,0.9,win,70.86,556.65,London,0.005
2023-08-18 11:35:00,sell,145.392,145.315,2.1,win,161.69,718.35,London,0.01
2023-08-18 11:36:00,sell,145.383,145.30579,2.71,win,209.24,927.59,London,0.01
2023-08-18 11:37:00,sell,145.371,145.361,3.32,win,33.2,960.79,London,0.01
2023-08-18 11:38:00,sell,145.363,145.356,3.44,win,24.08,984.87,London,0.01
2023-08-18 11:42:00,sell,145.335,145.3614,3.73,loss,-98.48,886.39,London,0.01
2023-08-18 11:43:00,sell,145.34,145.36593,1.71,loss,-44.34,842.04,London,0.005
2023-08-18 11:44:00,sell,145.326,145.35204,1.62,loss,-42.19,799.85,London,0.005
2023-08-18 11:45:00,sell,145.319,145.34593,1.48,loss,-39.86,759.99,London,0.005
2023-08-18 11:46:00,sell,145.318,145.34458,1.43,loss,-38.01,721.98,London,0.005
2023-08-18 12:14:00,buy,145.525,145.61036,1.23,win,104.99,826.97,New York,0.005
2023-08-18 12:15:00,buy,145.538,145.6248,2.77,win,240.44,1067.41,New York,0.01
2023-08-18 12:21:00,buy,145.607,145.72695,2.59,win,310.66,1378.07,New York,0.01
2023-08-18 12:28:00,buy,145.736,145.69462,3.33,loss,-137.81,1240.26,New York,0.01
2023-08-18 12:29:00,buy,145.734,145.69274,1.5,loss,-61.88,1178.38,New York,0.005
2023-08-18 13:20:00,sell,145.42,145.46402,1.34,loss,-58.99,1119.39,New York,0.005
2023-08-18 13:21:00,sell,145.415,145.45776,1.31,loss,-56.02,1063.37,New York,0.005
2023-08-18 13:22:00,sell,145.402,145.44367,1.28,loss,-53.34,1010.03,New York,0.005
2023-08-18 13:23:00,sell,145.394,145.43442,1.25,loss,-50.53,959.5,New York,0.005
2023-08-18 13:47:00,sell,145.377,145.338,1.04,win,40.56,1000.06,New York,0.005
2023-08-18 13:51:00,sell,145.31,145.35479,2.23,loss,-99.88,900.18,New York,0.01
2023-08-18 13:52:00,sell,145.311,145.35463,1.03,loss,-44.94,855.23,New York,0.005
2023-08-18 13:53:00,sell,145.313,145.35525,1.01,loss,-42.67,812.56,New York,0.005
2023-08-18 13:54:00,sell,145.32,145.36096,0.99,loss,-40.55,772.02,New York,0.005
2023-08-18 14:20:00,sell,145.299,145.20017,1.14,win,112.66,884.68,New York,0.005
2023-08-18 14:21:00,sell,145.304,145.20903,2.71,win,257.36,1142.04,New York,0.01
2023-08-18 14:25:00,sell,145.271,145.18058,3.67,win,331.83,1473.88,New York,0.01
2023-08-18 14:28:00,sell,145.244,145.2805,4.04,loss,-147.48,1326.4,New York,0.01
2023-08-18 14:29:00,sell,145.235,145.27149,1.82,loss,-66.41,1259.99,New York,0.005
2023-08-18 14:30:00,sell,145.224,145.25985,1.76,loss,-63.09,1196.9,New York,0.005
2023-08-18 14:55:00,sell,145.225,145.25759,1.84,loss,-59.96,1136.93,New York,0.005
2023-08-18 14:56:00,sell,145.191,145.22645,1.6,loss,-56.72,1080.22,New York,0.005
2023-08-18 14:58:00,sell,145.166,145.20254,1.48,loss,-54.07,1026.15,New York,0.005
2023-08-18 14:59:00,sell,145.18,145.21581,1.43,loss,-51.21,974.93,New York,0.005
2023-08-18 15:50:00,sell,145.183,145.153,1.76,win,52.8,1027.73,New York,0.005
2023-08-18 15:51:00,sell,145.168,145.164,3.82,win,15.28,1043.01,New York,0.01
2023-08-18 15:53:00,sell,145.169,145.139,3.82,win,114.6,1157.61,New York,0.01
2023-08-18 15:54:00,sell,145.152,145.139,4.26,win,55.38,1212.99,New York,0.01
2023-08-18 15:55:00,sell,145.131,145.16026,4.15,loss,-121.42,1091.57,New York,0.01
2023-08-18 15:58:00,sell,145.149,145.139,1.93,win,19.3,1110.87,New York,0.005
2023-08-18 15:59:00,sell,145.149,145.121,4.03,win,112.84,1223.71,New York,0.01
2023-08-18 16:00:00,sell,145.152,145.122,4.62,win,138.6,1362.31,New York,0.01
2023-08-18 16:52:00,sell,145.17,145.09568,5.33,win,396.13,1758.45,New York,0.01
2023-08-18 16:53:00,sell,145.16,145.08482,6.8,win,511.25,2269.7,New York,0.01
2023-08-18 16:54:00,sell,145.161,145.08913,9.19,win,660.5,2930.2,New York,0.01
2023-08-18 16:55:00,sell,145.151,145.08175,12.31,win,852.49,3782.69,New York,0.01
2023-08-18 17:03:00,sell,145.052,144.97311,13.95,win,1100.54,4883.22,New York,0.01
2023-08-18 17:04:00,sell,145.047,144.96894,18.2,win,1420.63,6303.85,New York,0.01
2023-08-18 17:05:00,sell,145.034,144.95809,24.16,win,1833.98,8137.83,New York,0.01
2023-08-18 17:08:00,sell,145.033,144.96171,33.21,win,2367.41,10505.24,New York,0.01
2023-08-18 17:09:00,sell,145.025,144.95492,43.61,win,3056.18,13561.42,New York,0.01
2023-08-18 18:08:00,buy,145.181,145.195,71.33,win,998.62,14560.04,Overlap,0.01
2023-08-18 18:10:00,buy,145.185,145.193,79.24,win,633.92,15193.96,Overlap,0.01
2023-08-18 18:47:00,buy,145.244,145.29411,88.2,win,4420.08,19614.05,Overlap,0.01
2023-08-18 18:48:00,buy,145.244,145.29191,100.0,win,4790.62,24404.66,Overlap,0.01
2023-08-18 18:50:00,buy,145.248,145.30012,100.0,win,5211.5,29616.16,Overlap,0.01
2023-08-18 18:51:00,buy,145.244,145.29514,100.0,win,5113.54,34729.7,Overlap,0.01
2023-08-18 18:53:00,buy,145.247,145.30138,100.0,win,5437.69,40167.39,Overlap,0.01
2023-08-18 18:55:00,buy,145.25,145.30271,100.0,win,5271.48,45438.87,Overlap,0.01
2023-08-18 18:56:00,buy,145.253,145.30606,100.0,win,5306.37,50745.24,Overlap,0.01
2023-08-18 19:02:00,buy,145.29,145.321,100.0,win,3100.0,53845.24,Overlap,0.01
2023-08-18 19:03:00,buy,145.303,145.31,100.0,win,700.0,54545.24,Overlap,0.01
2023-08-18 19:06:00,buy,145.32,145.30066,100.0,loss,-1933.89,52611.35,Overlap,0.01
2023-08-18 19:07:00,buy,145.321,145.30249,100.0,loss,-1850.76,50760.59,Overlap,0.005
2023-08-18 19:08:00,buy,145.32,145.30219,100.0,loss,-1781.42,48979.17,Overlap,0.005
2023-08-18 19:38:00,buy,145.371,145.35068,100.0,loss,-2032.06,46947.12,Overlap,0.005
2023-08-18 19:39:00,buy,145.374,145.35482,100.0,loss,-1918.34,45028.78,Overlap,0.005
2023-08-18 19:42:00,buy,145.372,145.35215,100.0,loss,-1985.39,43043.39,Overlap,0.005
2023-08-18 19:43:00,buy,145.372,145.35278,100.0,loss,-1922.15,41121.24,Overlap,0.005
2023-08-18 20:36:00,buy,145.354,145.39349,100.0,win,3949.42,45070.67,Overlap,0.005
2023-08-18 20:37:00,buy,145.351,145.38996,100.0,win,3895.89,48966.56,Overlap,0.01
2023-08-18 20:38:00,buy,145.355,145.36,100.0,win,500.0,49466.56,Overlap,0.01
2023-08-18 20:40:00,buy,145.358,145.369,100.0,win,1100.0,50566.56,Overlap,0.01
2023-08-18 20:41:00,buy,145.362,145.381,100.0,win,1900.0,52466.56,Overlap,0.01
2023-08-18 20:42:00,buy,145.363,145.378,100.0,win,1500.0,53966.56,Overlap,0.01
2023-08-18 20:47:00,buy,145.382,145.36914,100.0,loss,-1286.0,52680.56,Overlap,0.01
2023-08-18 20:48:00,buy,145.378,145.36519,100.0,loss,-1280.57,51399.99,Overlap,0.005
2023-08-18 20:49:00,buy,145.374,145.36117,100.0,loss,-1283.39,50116.6,Overlap,0.005
2023-08-20 21:54:00,buy,145.397,145.42844,100.0,win,3143.69,53260.29,Overlap,0.005
2023-08-20 21:55:00,buy,145.412,145.44462,100.0,win,3262.0,56522.29,Overlap,0.01
2023-08-20 21:56:00,buy,145.391,145.3721,100.0,loss,-1889.79,54632.5,Overlap,0.01
2023-08-20 21:59:00,buy,145.387,145.36823,100.0,loss,-1876.63,52755.88,Overlap,0.005
2023-08-20 22:07:00,buy,145.387,145.36208,100.0,loss,-2491.92,50263.95,Overlap,0.005
2023-08-20 22:15:00,sell,145.332,145.295,100.0,win,3700.0,53963.95,Overlap,0.005
2023-08-20 22:18:00,sell,145.337,145.299,100.0,win,3800.0,57763.95,Overlap,0.01
2023-08-20 22:26:00,sell,145.304,145.281,100.0,win,2300.0,60063.95,Overlap,0.01
2023-08-20 23:23:00,sell,145.309,145.302,100.0,win,700.0,60763.95,Overlap,0.01
2023-08-20 23:42:00,buy,145.336,145.32415,100.0,loss,-1184.89,59579.07,Overlap,0.01
2023-08-21 00:11:00,sell,145.214,145.23361,100.0,loss,-1960.53,57618.54,Asia,0.005
2023-08-21 00:12:00,sell,145.204,145.22425,100.0,loss,-2024.78,55593.76,Asia,0.005
2023-08-21 00:14:00,sell,145.204,145.22419,100.0,loss,-2019.17,53574.59,Asia,0.005
2023-08-21 00:52:00,sell,145.216,145.23852,100.0,loss,-2252.24,51322.35,Asia,0.005
2023-08-21 00:56:00,sell,145.215,145.2412,97.93,loss,-2566.21,48756.14,Asia,0.005
2023-08-21 01:03:00,sell,145.191,145.22079,81.84,loss,-2437.71,46318.43,Asia,0.005
2023-08-21 01:04:00,sell,145.185,145.21486,77.56,loss,-2315.84,44002.59,Asia,0.005
2023-08-21 01:14:00,sell,145.237,145.15111,74.52,win,6400.72,50403.31,Asia,0.005
2023-08-21 01:16:00,sell,145.216,145.236,100.0,loss,-2000.0,48403.31,Asia,0.01
2023-08-21 01:18:00,sell,145.18,145.21767,64.25,loss,-2420.06,45983.25,Asia,0.005
2023-08-21 01:19:00,sell,145.186,145.22263,62.77,loss,-2299.01,43684.25,Asia,0.005
2023-08-21 01:20:00,sell,145.183,145.21819,62.07,loss,-2184.14,41500.11,Asia,0.005
2023-08-21 01:21:00,sell,145.18,145.21385,61.29,loss,-2074.88,39425.23,Asia,0.005
2023-08-21 01:22:00,sell,145.184,145.21638,60.88,loss,-1971.18,37454.05,Asia,0.005
2023-08-21 01:34:00,buy,145.283,145.35855,72.11,win,5448.02,42902.07,Asia,0.005
2023-08-21 01:42:00,buy,145.411,145.38091,100.0,loss,-3008.89,39893.18,Asia,0.01
2023-08-21 01:43:00,buy,145.4,145.48768,66.18,win,5802.6,45695.78,Asia,0.005
2023-08-21 02:18:00,buy,145.589,145.56037,100.0,loss,-2863.31,42832.47,Asia,0.01
2023-08-21 02:52:00,sell,145.331,145.35643,84.21,loss,-2141.57,40690.91,Asia,0.005
2023-08-21 03:38:00,buy,145.441,145.42131,100.0,loss,-1968.58,38722.33,Asia,0.005
2023-08-21 03:39:00,buy,145.451,145.43162,99.9,loss,-1936.03,36786.31,Asia,0.005
2023-08-21 03:40:00,buy,145.454,145.43467,95.15,loss,-1839.35,34946.95,Asia,0.005
2023-08-21 03:41:00,buy,145.451,145.4325,94.45,loss,-1747.35,33199.6,Asia,0.005
2023-08-21 03:42:00,buy,145.45,145.43251,94.89,loss,-1659.92,31539.68,Asia,0.005
2023-08-21 03:43:00,buy,145.455,145.43742,89.71,loss,-1577.04,29962.63,Asia,0.005
2023-08-21 03:44:00,buy,145.451,145.43405,88.37,loss,-1498.07,28464.56,Asia,0.005
2023-08-21 04:18:00,sell,145.347,145.36509,78.67,loss,-1423.15,27041.41,Asia,0.005
2023-08-21 04:19:00,sell,145.345,145.36227,78.29,loss,-1352.02,25689.39,Asia,0.005
2023-08-21 04:20:00,sell,145.346,145.36321,74.62,loss,-1284.54,24404.84,Asia,0.005
2023-08-21 04:55:00,sell,145.365,145.3817,73.06,loss,-1220.16,23184.68,Asia,0.005
2023-08-21 04:56:00,sell,145.371,145.362,70.13,win,631.17,23815.85,Asia,0.005
2023-08-21 04:57:00,sell,145.369,145.38466,100.0,loss,-1566.3,22249.55,Asia,0.01
2023-08-21 05:52:00,buy,145.424,145.40856,72.06,loss,-1112.49,21137.06,Asia,0.005
2023-08-21 05:53:00,buy,145.425,145.40996,70.26,loss,-1056.91,20080.15,Asia,0.005
2023-08-21 06:19:00,buy,145.435,145.41808,59.34,loss,-1003.93,19076.22,London,0.005
2023-08-21 06:20:00,buy,145.433,145.41674,58.66,loss,-953.8,18122.41,London,0.005
2023-08-21 06:41:00,buy,145.456,145.49919,61.04,win,2636.14,20758.55,London,0.005
2023-08-21 06:45:00,buy,145.476,145.52098,100.0,win,4498.01,25256.56,London,0.01
2023-08-21 06:53:00,buy,145.527,145.51158,100.0,loss,-1542.27,23714.29,London,0.01
2023-08-21 07:11:00,buy,145.435,145.41248,52.64,loss,-1185.69,22528.61,London,0.005
2023-08-21 07:52:00,buy,145.454,145.465,43.49,win,478.39,23007.0,London,0.005
2023-08-21 07:53:00,buy,145.454,145.465,92.06,win,1012.66,24019.66,London,0.01
2023-08-21 07:54:00,buy,145.454,145.479,99.78,win,2494.5,26514.16,London,0.01
2023-08-21 08:13:00,buy,145.509,145.58195,100.0,win,7295.49,33809.65,London,0.01
2023-08-21 08:20:00,buy,145.583,145.598,100.0,win,1500.0,35309.65,London,0.01
2023-08-21 08:23:00,buy,145.591,145.577,100.0,loss,-1400.0,33909.65,London,0.01
2023-08-21 08:28:00,buy,145.623,145.59608,62.99,loss,-1695.44,32214.21,London,0.005
2023-08-21 08:55:00,buy,145.667,145.674,64.06,win,448.42,32662.63,London,0.005
2023-08-21 08:56:00,buy,145.668,145.722,100.0,win,5400.0,38062.63,London,0.01
2023-08-21 08:57:00,buy,145.672,145.714,100.0,win,4200.0,42262.63,London,0.01
2023-08-21 08:58:00,buy,145.683,145.65989,100.0,loss,-2310.74,39951.89,London,0.01
2023-08-21 08:59:00,buy,145.674,145.723,87.34,win,4279.66,44231.55,London,0.005
2023-08-21 09:00:00,buy,145.676,145.7,100.0,win,2400.0,46631.55,London,0.01
2023-08-21 09:04:00,buy,145.678,145.686,100.0,win,800.0,47431.55,London,0.01
2023-08-21 09:30:00,buy,145.706,145.76445,100.0,win,5844.96,53276.5,London,0.01
2023-08-21 09:31:00,buy,145.712,145.76925,100.0,win,5724.6,59001.1,London,0.01
2023-08-21 09:33:00,buy,145.741,145.71957,100.0,loss,-2143.49,56857.62,London,0.01
2023-08-21 09:35:00,buy,145.737,145.763,100.0,win,2600.0,59457.62,London,0.005
2023-08-21 09:36:00,buy,145.75,145.759,100.0,win,900.0,60357.62,London,0.01
2023-08-21 09:37:00,buy,145.739,145.728,100.0,loss,-1100.0,59257.62,London,0.01
2023-08-21 09:39:00,buy,145.752,145.72887,100.0,loss,-2312.59,56945.03,London,0.005
2023-08-21 09:42:00,buy,145.776,145.75191,100.0,loss,-2408.56,54536.46,London,0.005
2023-08-21 09:43:00,buy,145.77,145.74638,100.0,loss,-2362.24,52174.22,London,0.005
2023-08-21 10:04:00,buy,145.812,145.855,100.0,win,4300.0,56474.22,London,0.005
2023-08-21 10:05:00,buy,145.817,145.861,100.0,win,4400.0,60874.22,London,0.01
2023-08-21 10:06:00,buy,145.814,145.855,100.0,win,4100.0,64974.22,London,0.01
2023-08-21 10:07:00,buy,145.814,145.864,100.0,win,5000.0,69974.22,London,0.01
2023-08-21 10:13:00,buy,145.841,145.888,100.0,win,4700.0,74674.22,London,0.01
2023-08-21 10:14:00,buy,145.84,145.90159,100.0,win,6159.33,80833.56,London,0.01
2023-08-21 10:32:00,buy,145.942,145.92168,100.0,loss,-2032.3,78801.25,London,0.01
2023-08-21 10:33:00,buy,145.923,145.926,100.0,win,300.0,79101.25,London,0.005
2023-08-21 10:34:00,buy,145.94,145.91908,100.0,loss,-2091.88,77009.37,London,0.01
2023-08-21 10:35:00,buy,145.942,145.92179,100.0,loss,-2021.04,74988.33,London,0.005
2023-08-21 11:18:00,buy,145.87,145.85127,100.0,loss,-1872.51,73115.83,London,0.005
2023-08-21 11:45:00,sell,145.779,145.80018,100.0,loss,-2118.1,70997.72,London,0.005
2023-08-21 11:46:00,sell,145.775,145.79608,100.0,loss,-2108.24,68889.48,London,0.005
2023-08-21 12:09:00,buy,145.907,145.88071,100.0,loss,-2629.13,66260.35,New York,0.005
2023-08-21 12:10:00,buy,145.897,145.87094,100.0,loss,-2606.33,63654.02,New York,0.005
2023-08-21 12:31:00,buy,146.056,146.15162,96.83,win,9258.94,72912.96,New York,0.005
2023-08-21 12:33:00,buy,146.102,146.06256,100.0,loss,-3944.26,68968.69,New York,0.01
2023-08-21 12:34:00,buy,146.079,146.04002,88.46,loss,-3448.39,65520.31,New York,0.005
2023-08-21 12:35:00,buy,146.081,146.0426,85.32,loss,-3276.12,62244.19,New York,0.005
2023-08-21 13:06:00,buy,146.096,146.147,78.06,win,3981.06,66225.25,New York,0.005
2023-08-21 13:11:00,buy,146.153,146.11124,100.0,loss,-4176.23,62049.02,New York,0.01
2023-08-21 13:13:00,buy,146.161,146.12156,78.67,loss,-3102.62,58946.4,New York,0.005
2023-08-21 13:15:00,buy,146.153,146.11522,78.01,loss,-2947.42,55998.98,New York,0.005
2023-08-21 13:17:00,buy,146.16,146.12449,78.84,loss,-2799.85,53199.13,New York,0.005
2023-08-21 13:52:00,buy,146.17,146.13655,79.52,loss,-2660.07,50539.06,New York,0.005
2023-08-21 13:53:00,buy,146.172,146.14007,79.15,loss,-2526.98,48012.08,New York,0.005
2023-08-21 14:09:00,buy,146.207,146.26,79.67,win,4222.51,52234.59,New York,0.005
2023-08-21 14:12:00,buy,146.221,146.239,100.0,win,1800.0,54034.59,New York,0.01
2023-08-21 14:14:00,buy,146.24,146.233,100.0,loss,-700.0,53334.59,New York,0.01
2023-08-21 14:17:00,buy,146.257,146.2286,93.9,loss,-2666.62,50667.98,New York,0.005
2023-08-21 14:18:00,buy,146.261,146.23219,87.95,loss,-2533.46,48134.51,New York,0.005
2023-08-21 14:19:00,buy,146.27,146.24152,84.52,loss,-2406.85,45727.66,New York,0.005
2023-08-21 14:20:00,buy,146.256,146.22751,80.26,loss,-2286.25,43441.41,New York,0.005
2023-08-21 14:46:00,buy,146.249,146.283,75.57,win,2569.38,46010.79,New York,0.005
2023-08-21 14:49:00,buy,146.257,146.31,100.0,win,5300.0,51310.79,New York,0.01
2023-08-21 14:50:00,buy,146.27,146.308,100.0,win,3800.0,55110.79,New York,0.01
2023-08-21 14:51:00,buy,146.272,146.293,100.0,win,2100.0,57210.79,New York,0.01
2023-08-21 14:56:00,buy,146.295,146.27031,100.0,loss,-2468.85,54741.94,New York,0.01
2023-08-21 15:15:00,buy,146.342,146.31086,87.89,loss,-2737.14,52004.8,New York,0.005
2023-08-21 15:16:00,buy,146.342,146.31167,85.72,loss,-2600.11,49404.68,New York,0.005
2023-08-21 15:18:00,buy,146.381,146.35005,79.82,loss,-2470.19,46934.49,New York,0.005
2023-08-21 16:20:00,sell,146.191,146.20918,100.0,loss,-1817.98,45116.51,New York,0.005
2023-08-21 16:21:00,sell,146.195,146.21227,100.0,loss,-1727.41,43389.1,New York,0.005
2023-08-21 17:07:00,sell,146.162,146.121,100.0,win,4100.0,47489.1,New York,0.005
2023-08-21 17:08:00,sell,146.161,146.1065,100.0,win,5449.81,52938.91,New York,0.01
2023-08-21 17:14:00,sell,146.13,146.14653,100.0,loss,-1653.25,51285.65,New York,0.01
2023-08-21 17:16:00,sell,146.13,146.096,100.0,win,3400.0,54685.65,New York,0.005
2023-08-21 18:22:00,sell,146.121,146.13432,100.0,loss,-1332.25,53353.4,Overlap,0.01
2023-08-21 18:25:00,sell,146.13,146.14312,100.0,loss,-1311.61,52041.79,Overlap,0.005
2023-08-21 18:26:00,sell,146.125,146.13867,100.0,loss,-1367.21,50674.58,Overlap,0.005
2023-08-21 18:55:00,sell,146.119,146.07985,100.0,win,3914.67,54589.25,Overlap,0.005
2023-08-21 18:56:00,sell,146.12,146.08091,100.0,win,3909.34,58498.59,Overlap,0.01
2023-08-21 18:59:00,sell,146.104,146.11909,100.0,loss,-1508.97,56989.62,Overlap,0.01
2023-08-21 19:04:00,sell,146.078,146.09314,100.0,loss,-1513.74,55475.88,Overlap,0.005
2023-08-21 19:05:00,sell,146.076,146.09092,100.0,loss,-1492.04,53983.84,Overlap,0.005
2023-08-21 19:06:00,sell,146.082,146.0964,100.0,loss,-1440.47,52543.37,Overlap,0.005
2023-08-21 19:21:00,buy,146.155,146.19381,100.0,win,3880.67,56424.04,Overlap,0.005
2023-08-21 19:24:00,buy,146.163,146.20083,100.0,win,3782.77,60206.82,Overlap,0.01
2023-08-21 19:37:00,buy,146.239,146.27863,100.0,win,3962.6,64169.41,Overlap,0.01
2023-08-21 19:40:00,buy,146.25,146.23644,100.0,loss,-1356.39,62813.02,Overlap,0.01
2023-08-21 19:44:00,buy,146.256,146.24046,100.0,loss,-1554.41,61258.62,Overlap,0.005
2023-08-21 20:55:00,buy,146.233,146.22248,100.0,loss,-1051.92,60206.69,Overlap,0.005
2023-08-21 20:56:00,buy,146.23,146.2196,100.0,loss,-1039.64,59167.05,Overlap,0.005
2023-08-21 20:58:00,buy,146.231,146.21976,100.0,loss,-1124.29,58042.76,Overlap,0.005
2023-08-21 21:03:00,sell,146.172,146.19027,100.0,loss,-1827.42,56215.34,Overlap,0.005
2023-08-21 21:04:00,sell,146.172,146.19188,100.0,loss,-1987.61,54227.74,Overlap,0.005
2023-08-21 21:39:00,sell,146.186,146.19957,100.0,loss,-1357.45,52870.28,Overlap,0.005
2023-08-21 22:07:00,sell,146.186,146.19538,100.0,loss,-937.85,51932.43,Overlap,0.005
2023-08-21 22:08:00,sell,146.185,146.19379,100.0,loss,-878.72,51053.71,Overlap,0.005
2023-08-21 22:10:00,sell,146.179,146.18767,100.0,loss,-867.11,50186.59,Overlap,0.005
2023-08-21 22:16:00,sell,146.173,146.14497,100.0,win,2803.07,52989.66,Overlap,0.005
2023-08-21 22:17:00,sell,146.173,146.14674,100.0,win,2625.7,55615.36,Overlap,0.01
2023-08-21 23:09:00,buy,146.21,146.205,100.0,loss,-500.0,55115.36,Overlap,0.01
2023-08-21 23:10:00,buy,146.219,146.20661,100.0,loss,-1238.53,53876.84,Overlap,0.005
2023-08-21 23:11:00,buy,146.219,146.20656,100.0,loss,-1244.35,52632.49,Overlap,0.005
2023-08-21 23:12:00,buy,146.219,146.20729,100.0,loss,-1171.18,51461.31,Overlap,0.005
2023-08-21 23:42:00,sell,146.187,146.19779,100.0,loss,-1079.27,50382.04,Overlap,0.005
2023-08-21 23:43:00,sell,146.189,146.19965,100.0,loss,-1065.04,49317.0,Overlap,0.005
2023-08-21 23:46:00,sell,146.177,146.18811,100.0,loss,-1111.09,48205.91,Overlap,0.005
2023-08-21 23:47:00,sell,146.186,146.19718,100.0,loss,-1118.16,47087.76,Overlap,0.005
2023-08-21 23:48:00,sell,146.185,146.19585,100.0,loss,-1085.43,46002.33,Overlap,0.005
2023-08-22 00:02:00,buy,146.271,146.31859,100.0,win,4758.99,50761.31,Asia,0.005
2023-08-22 00:08:00,buy,146.352,146.336,100.0,loss,-1600.0,49161.31,Asia,0.01
2023-08-22 00:09:00,buy,146.347,146.334,97.45,loss,-1266.85,47894.46,Asia,0.005
2023-08-22 00:10:00,buy,146.356,146.33116,96.42,loss,-2394.64,45499.82,Asia,0.005
2023-08-22 00:11:00,buy,146.36,146.33607,95.09,loss,-2275.11,43224.71,Asia,0.005
2023-08-22 00:58:00,sell,146.209,146.1438,96.43,win,6287.4,49512.11,Asia,0.005
2023-08-22 00:59:00,sell,146.211,146.1484,100.0,win,6260.16,55772.27,Asia,0.01
2023-08-22 01:04:00,sell,146.121,146.14811,100.0,loss,-2711.4,53060.88,Asia,0.01
2023-08-22 01:05:00,sell,146.124,146.15043,100.0,loss,-2643.44,50417.44,Asia,0.005
2023-08-22 01:06:00,sell,146.132,146.15749,98.9,loss,-2520.87,47896.56,Asia,0.005
2023-08-22 01:28:00,sell,146.08,146.10711,88.35,loss,-2394.78,45501.79,Asia,0.005
2023-08-22 01:29:00,sell,146.08,146.10619,86.87,loss,-2275.2,43226.59,Asia,0.005
2023-08-22 01:31:00,sell,146.078,146.10452,81.49,loss,-2161.34,41065.25,Asia,0.005
2023-08-22 01:32:00,sell,146.068,146.09467,76.98,loss,-2053.14,39012.1,Asia,0.005
2023-08-22 01:33:00,sell,146.078,146.1041,74.73,loss,-1950.58,37061.52,Asia,0.005
2023-08-22 02:10:00,sell,146.07,146.00908,88.49,win,5390.98,42452.5,Asia,0.005
2023-08-22 02:15:00,sell,146.059,146.00526,100.0,win,5374.34,47826.84,Asia,0.01
2023-08-22 02:24:00,sell,146.017,146.03578,100.0,loss,-1877.7,45949.14,Asia,0.01
